Product name,Part Number,Original Price,Discount Price,% Discount,PromoCode,Link
"Corsair NAUTILUS 360 360mm AiO Water Cooler with RS120 high airflow low noise fans, For Intel Socket LGA 1851 / 1700, AMD AM5 / AM4",WTRCOR9060089,,173.06,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/WTRCOR9060089/Corsair-NAUTILUS-360-360mm-AiO-Water-Cooler-with-R?type=open
Epson EcoTank ET-1810 Colour Printer,PTREPA5332464,,239.63,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/PTREPA5332464/Epson-EcoTank-ET-1810-Colour-Printer-100-sheet-pap?type=open
"LG UltraGear 27GX790A-B 27"" QHD 480Hz OLED Gaming Monitor",MONLGL42797,,1641.8,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/MONLGL42797/LG-UltraGear-27GX790A-B-27-QHD-480Hz-OLED-Gaming-M?type=ex-demo
MINIX CP86-AA Wired Android Auto to Wireless Connection Dongle Stick converts wired CarPlay experience into a wireless one,AVEMNX1022,,81.41,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/AVEMNX1022/MINIX-CP86-AA-Wired-Android-Auto-to-Wireless-Conne?type=open
Logitech MK270r Wireless Desktop Keyboard & Mouse Combo,KEYLOG2551807,,63.92,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/KEYLOG2551807/Logitech-MK270r-Wireless-Desktop-Keyboard--Mouse-C?type=open
Logitech MX Keys S Advanced Wireless Illuminated Keyboard - Graphite,KEYLOG5773019,,222.08,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/KEYLOG5773019/Logitech-MX-Keys-S-Advanced-Wireless-Illuminated-K?type=open
Razer  Gigantus v2  Soft Gaming Mouse Pad - 3XL,PADRAZ82155,,83.56,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/PADRAZ82155/Razer-Gigantus-v2-Soft-Gaming-Mouse-Pad---3XL-1200?type=ex-demo
Apple USB-C to 3.5 mm Headphone Jack Adapter,MPPAPP6267514,,16.95,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/MPPAPP6267514/Apple-USB-C-to-35-mm-Headphone-Jack-Adapter?type=open
Targus DOCK182 USB-C Dual 4K with 100w Power Delivery DisplayLink Docking Station,NBDTAR182I,,312.0,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/NBDTAR182I/Targus-DOCK182-USB-C-Dual-4K-with-100w-Power-Deliv?type=open
GoPro   HERO Action Camera,CAMGPO1030,,337.35,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/CAMGPO1030/GoPro-HERO-Action-Camera-4K-Video---Waterproof-Des?type=ex-demo
Samsung Galaxy A26 5G (2025) Dual SIM Smartphone 6GB+128GB - Black,MPHSAM7326600,,499.58,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/MPHSAM7326600/Samsung-Galaxy-A26-5G-2025-Dual-SIM-Smartphone-6GB?type=open
Logitech MK850 Performance Wireless Desktop Keyboard & Mouse Combo,KEYLOG3576019,,196.59,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/KEYLOG3576019/Logitech-MK850-Performance-Wireless-Desktop-Keyboa?type=open
Xiaomi Redmi Note 14 Pro+ 5G (2025) Dual SIM Smartphone - 12GB+256GB - Midnight Black,MPHMIX0114402,,701.48,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/MPHMIX0114402/Xiaomi-Redmi-Note-14-Pro-5G-2025-Dual-SIM-Smartpho?type=open
Canon EOS 1500D  DSLR Entry-Level Camera with 18-55mm Lens Kit,CAMCNP1500,,849.16,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/CAMCNP1500/Canon-EOS-1500D-DSLR-Entry-Level-Camera-with-18-55?type=ex-demo
"TCL  NXTPAPER 11  - WiFi Only 2K 11"" NXTPAPER Display Android Tablet - Space Black",TABTCL11011,,287.5,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/TABTCL11011/TCL-NXTPAPER-11---WiFi-Only-2K-11-NXTPAPER-Display?type=open
"UGREEN Nexode 100W 4-Port GaN Fast Wall Power Charger 3x USB-C 1x USB-A - Compatible with MacBook Air/ Pro, iPhone 14/14 Plus/14 Pro/14 Pro Max/13/12, Galaxy S22, iPad",NBPUGR25377,,73.43,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/NBPUGR25377/UGREEN-Nexode-100W-4-Port-GaN-Fast-Wall-Power-Char?type=ex-demo
Apple Magic   Mouse (  White )  With  USB-C Charge Cable,MSEAPP6360182,,128.44,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/MSEAPP6360182/Apple-Magic-Mouse--White--With-USB-C-Charge-Cable?type=open
Panasonic  SC-PMX92 120W Premium Hi-Res Stereo Micro System with 3-Way Speakers - Silver,SPKPAN00920,,494.65,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/SPKPAN00920/Panasonic-SC-PMX92-120W-Premium-Hi-Res-Stereo-Micr?type=open
Targus  DOCK423 USB-C Dual 4K Alt Mode Mobile Hub with 100w Power Delivery,NBDTAR423,,133.98,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/NBDTAR423/Targus-DOCK423-USB-C-Dual-4K-Alt-Mode-Mobile-Hub-w?type=open
ADATA  UV128  USB Flash Drive - 64GB - Black / Blue,MEMADC10110,,11.33,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/MEMADC10110/ADATA-UV128-USB-Flash-Drive---64GB---Black--Blue-U?type=open
"Dell Alienware AW2725DM 27"" QHD 180Hz Gaming Monitor",MONDEL19825,,434.07,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/MONDEL19825/Dell-Alienware-AW2725DM-27-QHD-180Hz-Gaming-Monito?type=open
UGREEN  UG-70429  USB-C Cable - 2m - Black,CABUGR70429,,12.94,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/CABUGR70429/UGREEN-UG-70429-USB-C-Cable---2m---Black-Aluminum?type=open
Xiaomi Redmi Watch 5  Smart Watch - Obsidian Black,WTHMIX59688,,139.0,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/WTHMIX59688/Xiaomi-Redmi-Watch-5-Smart-Watch---Obsidian-Black?type=ex-demo
Unitek   4 Port Powered USB-C USB 3.1 5-in-1 Multi-Port Hub with USB-C Connector - Space Grey,HUBUNI1010,,31.82,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/HUBUNI1010/Unitek-4-Port-Powered-USB-C-USB-31-5-in-1-Multi-Po?type=open
"MSI Pro MP273A 27"" FHD 100Hz Business Monitor",MONMSI523270,,203.88,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/MONMSI523270/MSI-Pro-MP273A-27-FHD-100Hz-Business-Monitor-1920x?type=open
Logitech Lift Vertical Ergonomic Wireless Mouse - Graphite,MSELOG5515299,,119.51,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/MSELOG5515299/Logitech-Lift-Vertical-Ergonomic-Wireless-Mouse?type=ex-demo
G.SKILL Ripjaws M5 RGB for Intel XMP /AMD EXPO 32GB 6000Mhz DDR5 Desktop RAM Kit - Black,MEMGSK11618,,654.4,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/MEMGSK11618/GSKILL-Ripjaws-M5-RGB-for-Intel-XMP-AMD-EXPO-32GB?type=open
"Crucial BX500  2TB 2.5"" Internal SSD",HDDCRU22000,,253.97,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/HDDCRU22000/Crucial-BX500-2TB-25-Internal-SSD-SATA-6GBs---Up-t?type=ex-demo
"Lenovo IdeaPad 1 15IJL7 15.6"" HD",NBKLEN820015BS0,,534.75,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/NBKLEN820015BS0/Lenovo-IdeaPad-1-15IJL7-156-HD-Intel-Celeron-N4500?type=open
Dynamix C-SATA3 6Gbps SATA Data Cable - with Latch - 50cm - Black,CABDNX5006,,3.24,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/CABDNX5006/Dynamix-C-SATA3-6Gbps-SATA-Data-Cable---with-Latch?type=ex-demo
"AOC  27G4H 27"" FHD 200Hz Fast IPS Gaming Monitor",MONAOC62507,,251.22,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/MONAOC62507/AOC-27G4H-27-FHD-200Hz-Fast-IPS-Gaming-Monitor-192?type=ex-demo
Lexar    Dual-Slot USB Card Reader,MEMLXR0005,,7.15,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/MEMLXR0005/Lexar-Dual-Slot-USB-Card-Reader-For-SD--SDHC--SDXC?type=open
Logitech MK120 Desktop Corded Keyboard & Mouse Combo,KEYLOG1137627,,38.19,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/KEYLOG1137627/Logitech-MK120-Desktop-Corded-Keyboard--Mouse-Comb?type=open
Kingston DataTraveler Exodia  USB Flash Drive - 64GB,MEMKIC33120,,9.72,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/MEMKIC33120/Kingston-DataTraveler-Exodia-USB-Flash-Drive---64G?type=open
TP-Link Tapo Smart Temperature & Humidity Sensor (T310),SMTTPL3100,,27.55,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/SMTTPL3100/TP-Link-Tapo-Smart-Temperature--Humidity-Sensor-T3?type=open
TP-Link  Archer BE550 (BE9300) Tri-Band WiFi 7 Router,NETTPL5500,,445.11,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/NETTPL5500/TP-Link-Archer-BE550-BE9300-Tri-Band-WiFi-7-Router?type=ex-demo
Apple Original Wired EarPods  with 3.5mm Headphone Jack,HSTAPP6267512,,33.98,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/HSTAPP6267512/Apple-Original-Wired-EarPods-with-35mm-Headphone-J?type=open
HP Smart Tank Plus 7005 Inkjet Colour Multifunction Printer,PTRHPD28541,,360.94,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/PTRHPD28541/HP-Smart-Tank-Plus-7005-Inkjet-Colour-Multifunctio?type=open
"Philips 43PUT7428/79 43"" 4K Google Smart TV",TVPHS52443,,475.74,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/TVPHS52443/Philips-43PUT742879-43-4K-Google-Smart-TV?type=open
Razer  Gigantus v2  Soft Gaming Mouse Pad - XXL,PADRAZ82154,,55.21,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/PADRAZ82154/Razer-Gigantus-v2-Soft-Gaming-Mouse-Pad---XXL-940m?type=open
Apple Watch SE 3 (GPS) 40mm  - Midnight Aluminium Case,WTHAPP1030000,,440.63,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/WTHAPP1030000/Apple-Watch-SE-3-GPS-40mm---Midnight-Aluminium-Cas?type=ex-demo
COLLECTIVE MINDS CM00053 Cronus Zen - PS4 / 5 & XB1 / Series X / S,GAMCTM00531,,221.24,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/GAMCTM00531/COLLECTIVE-MINDS-CM00053-Cronus-Zen---PS4--5--XB1?type=open
Samsung 9100 PRO  1TB M.2 NVMe Gen5 Internal SSD,HDDSAM993100,,290.19,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/HDDSAM993100/Samsung-9100-PRO-1TB-M2-NVMe-Gen5-Internal-SSD-PCI?type=open
Xiaomi 15T (2025)  Dual SIM Smartphone - 12GB+256GB - Grey,MPHMIX0115013,,796.6,SPECIAL,NEW ARRIVAL,https://www.pbtech.co.nz/product/MPHMIX0115013/Xiaomi-15T-2025-Dual-SIM-Smartphone---12GB256GB?type=open
CUKTECH CP25 20000mAh  Power Bank - Grey,BAPCUK12501,,44.75,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/BAPCUK12501/CUKTECH-CP25-20000mAh-Power-Bank---Grey-Built-in-U?type=open
TP-Link Tapo C320WS V2 4MP/2K+ Outdoor Wi-Fi Camera with Spotlight,CCTTPL1320,,103.41,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/CCTTPL1320/TP-Link-Tapo-C320WS-V2-4MP2K-Outdoor-Wi-Fi-Camera?type=open
Razer Deathadder v2 X HyperSpeed Wireless Gaming Mouse,MSERAZ85708,,92.91,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/MSERAZ85708/Razer-Deathadder-v2-X-HyperSpeed-Wireless-Gaming-M?type=open
ILFORD 3005154 PIXI-D 5MP Compact Digital Camera - Black,CAMIFL0001,,108.96,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/CAMIFL0001/ILFORD-3005154-PIXI-D-5MP-Compact-Digital-Camera?type=open
Xiaomi Redmi 15 5G Dual Sim SmartPhone - 4GB+128GB - Midnight Black,MPHMIX0115100,,317.64,SPECIAL,NEW ARRIVAL,https://www.pbtech.co.nz/product/MPHMIX0115100/Xiaomi-Redmi-15-5G-Dual-Sim-SmartPhone---4GB128GB?type=open
"ASUS ROG Strix XG27ACDMS 27"" QHD 280Hz OLED Gaming Monitor",MONAS67326,,994.19,SPECIAL,NEW ARRIVAL,https://www.pbtech.co.nz/product/MONAS67326/ASUS-ROG-Strix-XG27ACDMS-27-QHD-280Hz-OLED-Gaming?type=ex-demo
Sony PS5 Playstation 5 DualSense Wireless Controller - White,GAMSNY5101,,105.03,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/GAMSNY5101/Sony-PS5-Playstation-5-DualSense-Wireless-Controll?type=ex-demo
ASUS PRIME NVIDIA GeForce RTX 5070 OC 12GB GDDR7 Graphics Card,VGAASU350701,,1218.42,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/VGAASU350701/ASUS-PRIME-NVIDIA-GeForce-RTX-5070-OC-12GB-GDDR7-G?type=open
"ASUS Chromebook CX1500CKA 15.6"" FHD",NBKASU150391,,502.78,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/NBKASU150391/ASUS-Chromebook-CX1500CKA-156-FHD-Intel-Celeron-N4?type=ex-demo
Corsair VENGEANCE RGB  32GB DDR5 Desktop RAM Kit,MEMCOR11436,,802.42,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/MEMCOR11436/Corsair-VENGEANCE-RGB-32GB-DDR5-Desktop-RAM-Kit-2x?type=ex-demo
Sony PS5 Playstation 5 DualSense Wireless Controller - Midnight Black,GAMSNY5106,,105.03,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/GAMSNY5106/Sony-PS5-Playstation-5-DualSense-Wireless-Controll?type=ex-demo
"LG  27U411A-B 27"" FHD 120Hz Monitor",MONLGL125270,,163.99,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/MONLGL125270/LG-27U411A-B-27-FHD-120Hz-Monitor-1920x1080---IPS?type=ex-demo
"Corsair NAUTILUS 360 ARGB 360mm AiO Water Cooler Kit For Intel Socket LGA 1851 / 1700, AMD AM5 / AM4",WTRCOR9060093,,190.11,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/WTRCOR9060093/Corsair-NAUTILUS-360-ARGB-360mm-AiO-Water-Cooler-K?type=open
"MSI Katana 17 HX B14WGK-094NZ NVIDIA RTX 5070 Gaming Laptop 17.3"" QHD 240Hz",NBKMSI1714094,,3191.16,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/NBKMSI1714094/MSI-Katana-17-HX-B14WGK-094NZ-NVIDIA-RTX-5070-Gami?type=ex-demo
"Formula V Line Crystal Z1CM Plus Black AR Mini Tower Gaming Case Tempered Glass, 3x 120mm ARGB PWM Pre-installed, CPU Cooler Support Upto 160mm, GPU Support Upto 280mm, 4x PCI Slot, 240mm Radiator Supported, Front I/O: 1x USB 3.0, 1x Type C",CHAFMV20001,,62.68,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/CHAFMV20001/Formula-V-Line-Crystal-Z1CM-Plus-Black-AR-Mini-Tow?type=open
PB Family Series 42520  Desktop PC,WKSPB42520,,1234.87,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/WKSPB42520/PB-Family-Series-42520-Desktop-PC-AMD-Ryzen-5-7600?type=ex-demo
"TP-Link Tapo L530E Smart Wi-Fi RGB LED Bulb, E27, 8.7W, 806 Lumens, 2500-6500K, Dimmable",BULTPL2530,,16.89,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/BULTPL2530/TP-Link-Tapo-L530E-Smart-Wi-Fi-RGB-LED-Bulb-E27-87?type=open
"Samsung 870 EVO  4TB 2.5"" Internal SSD",HDDSAM62750,,606.73,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/HDDSAM62750/Samsung-870-EVO-4TB-25-Internal-SSD-V-NAND---SATA3?type=open
TP-Link  Deco X10 Dual-Band AX1500 WiFi 6  Whole-Home Mesh System - 2 Pack,NETTPL9612,,229.64,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/NETTPL9612/TP-Link-Deco-X10-Dual-Band-AX1500-WiFi-6-Whole-Hom?type=open
Dell MS116   Wired Mouse - Black,MSEDEL5605152,,9.5,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/MSEDEL5605152/Dell-MS116-Wired-Mouse---Black-Optical-Sensor---US?type=open
"Torras iPhone 14 / 13 (6.1"") Guardian  Magnetic Case - Black",MPPTOR00000005,,32.48,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/MPPTOR00000005/Torras-iPhone-14--13-61-Guardian-Magnetic-Case---B?type=open
ASUS DUAL NVIDIA GeForce RTX 5060 OC 8GB GDDR7 Graphics Card,VGAASU350600,,584.48,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/VGAASU350600/ASUS-DUAL-NVIDIA-GeForce-RTX-5060-OC-8GB-GDDR7-Gra?type=ex-demo
Dynamix CA-ST-MF2 Stereo 3.5mm Male to Female Audio Cable - 2m,ITPAK203,5.5,4.82,12.36,CLEARANCE,https://www.pbtech.co.nz/product/ITPAK203/Dynamix-CA-ST-MF2-Stereo-35mm-Male-to-Female-Audio
Braun MultiQuick 5 Vario MQ5237BK Hand Blender,HOMBAN0003,,102.42,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/HOMBAN0003/Braun-MultiQuick-5-Vario-MQ5237BK-Hand-Blender?type=ex-demo
Ubiquiti UniFi (UX) Express  Cloud Gateway,NETUBI2207,,281.04,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/NETUBI2207/Ubiquiti-UniFi-UX-Express-Cloud-Gateway-WiFi-6-Dua?type=open
"MSI Pro MP341CQW 34"" Ultrawide Curved Business Monitor - White",MONMSI53411,,478.16,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/MONMSI53411/MSI-Pro-MP341CQW-34-Ultrawide-Curved-Business-Moni?type=open
UGREEN UG-40248 HDMI to VGA Converter 25cm (Black),CABUGR40248,,11.17,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/CABUGR40248/UGREEN-UG-40248-HDMI-to-VGA-Converter-25cm-Black?type=ex-demo
Microsoft Surface Laptop (7th Edition) Copilot+ PC  - Black,NBKMST70315122,,2293.49,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/NBKMST70315122/Microsoft-Surface-Laptop-7th-Edition-Copilot-PC?type=open
Brother Home HL-L1230W Mono laser Wireless Printer,PTRBRT1230,,113.59,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/PTRBRT1230/Brother-Home-HL-L1230W-Mono-laser-Wireless-Printer?type=ex-demo
ADATA LEGEND 860  1TB M.2 NVMe Internal SSD,HDDADS12120,,171.92,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/HDDADS12120/ADATA-LEGEND-860-1TB-M2-NVMe-Internal-SSD-PCIe-Gen?type=open
"ASUS Zenbook S16 UM5606KA Copilot + PC  16"" 3K 120Hz Touch OLED",NBKASU5606112,,2582.91,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/NBKASU5606112/ASUS-Zenbook-S16-UM5606KA-Copilot--PC-16-3K-120Hz?type=ex-demo
Logitech Pro X Superlight 2 LIGHTSPEED Wireless Gaming Mouse - White,MSELOG5890447,,281.03,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/MSELOG5890447/Logitech-Pro-X-Superlight-2-LIGHTSPEED-Wireless-Ga?type=open
"Spigen iPhone 17 Pro Max (6.9"") / 16 Pro Max (6.9"")  Premium Privacy Tempered Glass Screen Protector",MPPSGP10096,,25.75,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/MPPSGP10096/Spigen-iPhone-17-Pro-Max-69--16-Pro-Max-69-Premium?type=open
Razer Deathadder Essential Gaming Mouse - Mercury White,MSERAZ84409,,50.0,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/MSERAZ84409/Razer-Deathadder-Essential-Gaming-Mouse---Mercury?type=open
"OPPO  Pad Neo 11.4"" Tablet - Grey",TABOPP11401281,,387.3,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/TABOPP11401281/OPPO-Pad-Neo-114-Tablet---Grey-24K-Readfit-Screen?type=open
ILFORD 3005155 PIXI-D 5MP Compact Digital Camera - Pink,CAMIFL0002,,108.96,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/CAMIFL0002/ILFORD-3005155-PIXI-D-5MP-Compact-Digital-Camera?type=ex-demo
"Phanteks M25 G2 120mm PWM ARGB Fan, Reverse, Modular Design with Daisy-chain Unified Fan Frame, Black, 3x Pack",FANPHA12321,,50.02,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/FANPHA12321/Phanteks-M25-G2-120mm-PWM-ARGB-Fan-Reverse-Modular?type=open
Canon EOS R50  Mirrorless Camera with 18-45mm Lens,CAMCNPR0050,,1547.54,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/CAMCNPR0050/Canon-EOS-R50-Mirrorless-Camera-with-18-45mm-Lens?type=open
Xiaomi Smart  3L Rice Cooker,HOMMIX52771,,70.39,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/HOMMIX52771/Xiaomi-Smart-3L-Rice-Cooker-1L-Rice-Capacity?type=ex-demo
"Loctek Pro Mount, 17""-30"" Dual Gas Spring Monitor Stand - VESA 75 & 100mm - Max Load 5KG Per Arm - 5 Years Warranty",MOALCK0022,,110.4,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/MOALCK0022/Loctek-Pro-Mount-17-30-Dual-Gas-Spring-Monitor-Sta?type=open
"Xiaomi Sensor Light Motion-Activated Rechargeable Night Light 3, 3-15lm Luminous flux 3 hours to fully charge approximately, 8 months battery life when using sensor-activated low-brightness lighting, 120°detection angle",BULMIX58251,,18.47,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/BULMIX58251/Xiaomi-Sensor-Light-Motion-Activated-Rechargeable?type=open
Xiaomi Redmi Note 14 (2025) Dual SIM Smartphone - 8GB+256GB - Blue,MPHMIX0114001,,339.85,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/MPHMIX0114001/Xiaomi-Redmi-Note-14-2025-Dual-SIM-Smartphone---8G?type=ex-demo
"AOC  Q27G4S 27"" QHD 300Hz Fast IPS Gaming Monitor",MONAOC62711,,490.15,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/MONAOC62711/AOC-Q27G4S-27-QHD-300Hz-Fast-IPS-Gaming-Monitor?type=open
Kiwi Design For META Oculus Quest 2/3/3S/ Pico 4 Link Cable 16FT / 5M Long Black Colour with Cable Clip Accessories - Enhanced Support,MVRKWD0016,,36.87,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/MVRKWD0016/Kiwi-Design-For-META-Oculus-Quest-233S-Pico-4-Link?type=open
"Gigabyte B850M EAGLE WIFI6E MATX Motherboard AMD Socket AM5 - B850 Chipset - Supports AMD Ryzen 9000 / 8000 / 7000 Series Processor - PCIE 5.0 - 2x M.2, 4x DDR5, 2x Internal USB 2.0 Header, 1x Internal USB 3.2 Header, 1x Internal Type C Hea",MBDGBM37412,,295.55,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/MBDGBM37412/Gigabyte-B850M-EAGLE-WIFI6E-MATX-Motherboard-AMD-S?type=open
TP-Link Tapo L530B Smart Wi-Fi RGB LED Light Bulb B22 - 2 Pack,BULTPL2532,,32.07,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/BULTPL2532/TP-Link-Tapo-L530B-Smart-Wi-Fi-RGB-LED-Light-Bulb?type=open
PNY NVIDIA GeForce RTX 5080 ARGB EPIC-X OC 16GB GDDR7 Graphics Card,VGAPNY150802,,2207.77,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/VGAPNY150802/PNY-NVIDIA-GeForce-RTX-5080-ARGB-EPIC-X-OC-16GB-GD?type=ex-demo
Logitech K120   Keyboard,KEYLOG1150386,,29.35,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/KEYLOG1150386/Logitech-K120-Keyboard-USB-Interface---Comfortable?type=open
"UGREEN UG-70609 USB USB-A 3.0 to SATA  Adapter Cable for 2.5""",ADPUGR70609,,16.17,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/ADPUGR70609/UGREEN-UG-70609-USB-USB-A-30-to-SATA-Adapter-Cable?type=open
Logitech H390 USB Digital Headset,HSTLOG1955565,,56.95,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/HSTLOG1955565/Logitech-H390-USB-Digital-Headset?type=ex-demo
Samsung Galaxy Watch Fit3   - Silver,WTHSAM390002,,95.92,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/WTHSAM390002/Samsung-Galaxy-Watch-Fit3---Silver-16-AMOLED-Displ?type=open
Corsair RM850e Black  850W Cybenetics Gold ATX 3.1 Power Supply,PSUCOR9020296,,227.77,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/PSUCOR9020296/Corsair-RM850e-Black-850W-Cybenetics-Gold-ATX-31-P?type=open
TP-Link TL-PA4010 KIT AV600 Powerline Kit,NETTPL4010,,69.06,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/NETTPL4010/TP-Link-TL-PA4010-KIT-AV600-Powerline-Kit?type=ex-demo
MSI MAG  650W Power Supply,PSUMSI5236846,,91.42,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/PSUMSI5236846/MSI-MAG-650W-Power-Supply-230V---80-Plus-Bronze?type=open
"Lenovo IdeaPad 1 14IGL7 14"" HD Intel Celeron N4020 - 4GB RAM - 128GB eMMC - Win 11 Home S Mode",NBKLEN1147I,,382.95,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/NBKLEN1147I/Lenovo-IdeaPad-1-14IGL7-14-HD-Intel-Celeron-N4020?type=open
Corsair K55 CORE RGB Gaming Keyboard - Black,KEYCOR9226C65,,86.04,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/KEYCOR9226C65/Corsair-K55-CORE-RGB-Gaming-Keyboard---Black?type=open
TP-Link Archer TX20U Nano (AX1800) Dual-Band WiFi 6 Nano USB Wireless Adapter,NETTPL0058,,38.46,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/NETTPL0058/TP-Link-Archer-TX20U-Nano-AX1800-Dual-Band-WiFi-6?type=ex-demo
"Logitech Bluetooth Audio Adapter, Simple Setup Long Wireless Range Automatic re-pairing, Multi-point Bluetooth Technology, 3.5mm or RCA connection",DVALOG2573345,,61.09,SPECIAL,OPEN BOX,https://www.pbtech.co.nz/product/DVALOG2573345/Logitech-Bluetooth-Audio-Adapter-Simple-Setup-Long?type=open
"Samsung Odyssey OLED G8 32"" 4K UHD 240Hz OLED Gaming Monitor",MONSAM83282,,2159.19,SPECIAL,EX-DEMO,https://www.pbtech.co.nz/product/MONSAM83282/Samsung-Odyssey-OLED-G8-32-4K-UHD-240Hz-OLED-Gamin?type=ex-demo
